"GEO_ID","NAME","B29002_001E","B29002_001M","B29002_002E","B29002_002M","B29002_003E","B29002_003M","B29002_004E","B29002_004M","B29002_005E","B29002_005M","B29002_006E","B29002_006M","B29002_007E","B29002_007M","B29002_008E","B29002_008M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than 9th grade","Margin of Error!!Total:!!Less than 9th grade","Estimate!!Total:!!9th to 12th grade, no diploma","Margin of Error!!Total:!!9th to 12th grade, no diploma","Estimate!!Total:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!High school graduate (includes equivalency)","Estimate!!Total:!!Some college, no degree","Margin of Error!!Total:!!Some college, no degree","Estimate!!Total:!!Associate's degree","Margin of Error!!Total:!!Associate's degree","Estimate!!Total:!!Bachelor's degree","Margin of Error!!Total:!!Bachelor's degree","Estimate!!Total:!!Graduate or professional degree","Margin of Error!!Total:!!Graduate or professional degree",
"1500000US370010203021","Block Group 1; Census Tract 203.02; Alamance County; North Carolina","568","180","57","83","13","21","137","85","47","49","98","83","196","124","20","35",
"1500000US370010203022","Block Group 2; Census Tract 203.02; Alamance County; North Carolina","1043","281","10","17","133","112","269","117","303","135","59","55","265","248","4","8",
"1500000US370010204001","Block Group 1; Census Tract 204; Alamance County; North Carolina","1399","363","49","60","92","102","463","185","493","261","93","80","186","159","23","32",
"1500000US370010204002","Block Group 2; Census Tract 204; Alamance County; North Carolina","1304","385","0","14","97","108","532","221","487","290","0","14","188","175","0","14",
"1500000US370010204003","Block Group 3; Census Tract 204; Alamance County; North Carolina","337","182","54","67","26","31","142","102","63","53","0","14","35","48","17","26",
"1500000US370010204004","Block Group 4; Census Tract 204; Alamance County; North Carolina","317","178","11","31","33","38","179","128","27","23","54","73","0","14","13","24",
"1500000US370010204005","Block Group 5; Census Tract 204; Alamance County; North Carolina","639","360","11","19","33","40","301","202","261","180","21","30","12","26","0","14",
"1500000US370010205011","Block Group 1; Census Tract 205.01; Alamance County; North Carolina","1936","414","23","25","168","117","450","161","789","250","71","45","397","201","38","42",
"1500000US370010205012","Block Group 2; Census Tract 205.01; Alamance County; North Carolina","832","184","1","3","58","47","186","79","210","96","81","53","209","87","87","50",
"1500000US370010205021","Block Group 1; Census Tract 205.02; Alamance County; North Carolina","1394","275","70","73","119","106","495","154","433","193","161","100","96","82","20","27",
"1500000US370010205022","Block Group 2; Census Tract 205.02; Alamance County; North Carolina","379","114","25","65","53","46","208","110","37","37","56","65","0","14","0","14",
"1500000US370010205023","Block Group 3; Census Tract 205.02; Alamance County; North Carolina","704","413","8","12","59","84","344","287","225","136","35","35","33","53","0","14",
"1500000US370010206011","Block Group 1; Census Tract 206.01; Alamance County; North Carolina","792","285","3","8","0","14","83","62","207","225","28","23","318","114","153","82",
"1500000US370010206012","Block Group 2; Census Tract 206.01; Alamance County; North Carolina","757","158","0","14","8","13","46","40","164","79","51","42","322","130","166","64",
"1500000US370010206013","Block Group 3; Census Tract 206.01; Alamance County; North Carolina","1083","185","17","26","0","14","167","70","241","99","115","95","487","146","56","41",
"1500000US370010206021","Block Group 1; Census Tract 206.02; Alamance County; North Carolina","380","164","27","32","36","41","110","78","121","75","53","44","25","31","8","13",
"1500000US370010206022","Block Group 2; Census Tract 206.02; Alamance County; North Carolina","1823","382","29","41","92","79","373","216","253","183","219","110","596","185","261","98",
"1500000US370010207011","Block Group 1; Census Tract 207.01; Alamance County; North Carolina","1157","440","30","39","96","153","249","152","346","209","266","190","137","124","33","36",
"1500000US370010207012","Block Group 2; Census Tract 207.01; Alamance County; North Carolina","1456","391","18","33","164","237","229","141","310","182","226","117","254","138","255","154",
"1500000US370010207013","Block Group 3; Census Tract 207.01; Alamance County; North Carolina","566","228","19","30","16","29","36","41","282","194","128","81","60","53","25","36",
"1500000US370010207014","Block Group 4; Census Tract 207.01; Alamance County; North Carolina","1652","486","0","14","29","44","187","110","639","262","339","211","237","138","221","131",
"1500000US370010207021","Block Group 1; Census Tract 207.02; Alamance County; North Carolina","996","442","0","14","12","41","104","93","240","148","116","134","478","323","46","70",
"1500000US370010207022","Block Group 2; Census Tract 207.02; Alamance County; North Carolina","1110","296","0","14","141","119","297","142","213","167","116","87","284","160","59","51",
"1500000US370010207023","Block Group 3; Census Tract 207.02; Alamance County; North Carolina","1511","523","0","14","65","88","556","309","431","258","236","138","204","156","19","30",
"1500000US370010207024","Block Group 4; Census Tract 207.02; Alamance County; North Carolina","527","263","14","22","27","79","67","59","126","130","129","116","164","160","0","14",
"1500000US370010208011","Block Group 1; Census Tract 208.01; Alamance County; North Carolina","1226","183","4","8","58","39","534","177","257","80","151","60","141","56","81","51",
"1500000US370010208021","Block Group 1; Census Tract 208.02; Alamance County; North Carolina","421","228","141","166","52","70","13","23","21","37","47","55","127","126","20","32",
"1500000US370010208022","Block Group 2; Census Tract 208.02; Alamance County; North Carolina","670","288","113","97","158","128","127","168","194","159","48","67","30","45","0","14",
"1500000US370010208023","Block Group 3; Census Tract 208.02; Alamance County; North Carolina","967","497","24","31","25","39","213","144","504","423","71","62","115","116","15","27",
"1500000US370010208024","Block Group 4; Census Tract 208.02; Alamance County; North Carolina","472","259","28","39","31","48","181","121","140","142","22","43","70","105","0","14",
"1500000US370010208025","Block Group 5; Census Tract 208.02; Alamance County; North Carolina","247","176","14","29","21","35","107","106","62","118","0","14","43","62","0","14",
"1500000US370010208026","Block Group 6; Census Tract 208.02; Alamance County; North Carolina","761","264","58","82","149","92","249","121","177","101","112","73","16","27","0","14",
"1500000US370010209011","Block Group 1; Census Tract 209.01; Alamance County; North Carolina","898","223","19","21","122","61","303","129","149","112","46","32","190","139","69","56",
"1500000US370010209012","Block Group 2; Census Tract 209.01; Alamance County; North Carolina","1011","242","13","26","36","50","494","210","155","96","67","70","120","67","126","87",
"1500000US370010209013","Block Group 3; Census Tract 209.01; Alamance County; North Carolina","985","350","0","14","0","14","312","226","211","144","106","59","229","164","127","91",
"1500000US370010209021","Block Group 1; Census Tract 209.02; Alamance County; North Carolina","2271","412","0","14","89","50","631","224","657","197","326","174","443","178","125","84",
"1500000US370010209022","Block Group 2; Census Tract 209.02; Alamance County; North Carolina","1231","283","67","67","67","51","362","144","288","104","134","87","238","114","75","50",
"1500000US370010210001","Block Group 1; Census Tract 210; Alamance County; North Carolina","942","330","21","23","136","80","427","257","164","108","100","68","53","52","41","38",
"1500000US370010210002","Block Group 2; Census Tract 210; Alamance County; North Carolina","1220","315","103","75","102","68","487","198","237","106","133","76","141","91","17","29",
"1500000US370010210003","Block Group 3; Census Tract 210; Alamance County; North Carolina","836","316","24","21","28","27","256","182","314","172","95","68","80","85","39","45",
"1500000US370010211011","Block Group 1; Census Tract 211.01; Alamance County; North Carolina","526","215","2","5","79","60","126","59","144","116","48","48","90","69","37","36",
"1500000US370010211012","Block Group 2; Census Tract 211.01; Alamance County; North Carolina","1900","400","85","83","157","116","635","211","334","143","173","76","347","149","169","115",
"1500000US370010211013","Block Group 3; Census Tract 211.01; Alamance County; North Carolina","528","260","0","14","40","47","169","166","79","71","119","110","121","82","0","14",
"1500000US370010211021","Block Group 1; Census Tract 211.02; Alamance County; North Carolina","666","216","34","44","121","81","163","80","303","189","17","19","28","35","0","14",
"1500000US370010211022","Block Group 2; Census Tract 211.02; Alamance County; North Carolina","859","244","7","12","55","56","326","194","191","122","175","92","95","71","10","17",
"1500000US370010211023","Block Group 3; Census Tract 211.02; Alamance County; North Carolina","1188","295","28","35","14","17","350","176","258","142","192","80","226","93","120","76",
"1500000US370010212011","Block Group 1; Census Tract 212.01; Alamance County; North Carolina","1953","336","63","40","290","142","748","178","448","167","193","85","180","92","31","25",
"1500000US370010212012","Block Group 2; Census Tract 212.01; Alamance County; North Carolina","1765","371","113","79","188","107","701","210","376","131","210","101","127","108","50","31",
"1500000US370010212013","Block Group 3; Census Tract 212.01; Alamance County; North Carolina","473","177","0","14","95","83","214","93","60","43","46","37","36","24","22","26",
"1500000US370010212041","Block Group 1; Census Tract 212.04; Alamance County; North Carolina","693","192","0","14","73","45","207","95","178","79","141","77","77","54","17","26",
"1500000US370010212042","Block Group 2; Census Tract 212.04; Alamance County; North Carolina","3073","372","97","76","213","104","978","261","464","150","277","134","629","162","415","146",
"1500000US370010212051","Block Group 1; Census Tract 212.05; Alamance County; North Carolina","721","234","0","14","36","37","93","81","38","43","37","51","414","216","103","74",
"1500000US370010212052","Block Group 2; Census Tract 212.05; Alamance County; North Carolina","1304","397","24","52","0","14","371","227","526","356","40","52","244","131","99","74",
"1500000US370010212053","Block Group 3; Census Tract 212.05; Alamance County; North Carolina","3643","711","65","88","262","157","989","235","1099","400","349","261","735","279","144","112",
"1500000US370010212061","Block Group 1; Census Tract 212.06; Alamance County; North Carolina","1211","448","41","42","85","72","269","133","517","330","134","92","98","60","67","76",
"1500000US370010212062","Block Group 2; Census Tract 212.06; Alamance County; North Carolina","2021","446","39","45","11","18","497","215","571","296","288","250","495","205","120","77",
"1500000US370010212063","Block Group 3; Census Tract 212.06; Alamance County; North Carolina","1192","358","5","10","66","57","142","119","514","271","55","44","269","109","141","85",
"1500000US370010212071","Block Group 1; Census Tract 212.07; Alamance County; North Carolina","1317","337","33","46","46","62","520","267","148","91","106","65","403","154","61","53",
"1500000US370010212072","Block Group 2; Census Tract 212.07; Alamance County; North Carolina","1477","269","40","38","78","77","480","182","339","170","127","87","250","109","163","67",
"1500000US370010213001","Block Group 1; Census Tract 213; Alamance County; North Carolina","1147","163","36","23","60","25","395","74","260","60","186","54","154","52","56","26",
"1500000US370010213002","Block Group 2; Census Tract 213; Alamance County; North Carolina","801","98","13","9","66","32","306","59","230","45","56","18","88","30","42","19",
"1500000US370010213003","Block Group 3; Census Tract 213; Alamance County; North Carolina","761","120","22","14","104","35","298","82","107","29","114","42","86","43","30","15",
"1500000US370010213004","Block Group 4; Census Tract 213; Alamance County; North Carolina","1033","188","8","9","102","77","227","98","146","51","132","97","252","71","166","51",
"1500000US370010213005","Block Group 5; Census Tract 213; Alamance County; North Carolina","1197","446","16","9","92","33","276","52","407","230","213","138","83","29","110","99",
"1500000US370010214001","Block Group 1; Census Tract 214; Alamance County; North Carolina","1140","232","0","14","101","68","600","205","201","65","54","32","145","89","39","40",
"1500000US370010214002","Block Group 2; Census Tract 214; Alamance County; North Carolina","718","250","26","32","33","31","120","52","294","219","46","49","121","74","78","80",
"1500000US370010215001","Block Group 1; Census Tract 215; Alamance County; North Carolina","682","173","10","15","75","71","213","106","202","94","72","58","89","55","21","26",
"1500000US370010215002","Block Group 2; Census Tract 215; Alamance County; North Carolina","804","198","47","38","33","31","245","106","236","156","98","62","107","58","38","33",
"1500000US370010215003","Block Group 3; Census Tract 215; Alamance County; North Carolina","1979","590","34","28","80","53","611","192","339","154","339","193","283","154","293","245",
"1500000US370010216001","Block Group 1; Census Tract 216; Alamance County; North Carolina","829","250","15","14","104","77","390","191","154","64","90","60","58","37","18","24",
"1500000US370010216002","Block Group 2; Census Tract 216; Alamance County; North Carolina","855","329","14","23","68","87","215","133","188","158","178","106","98","59","94","57",
"1500000US370010216003","Block Group 3; Census Tract 216; Alamance County; North Carolina","1481","307","2","4","80","76","225","125","653","261","62","47","328","152","131","110",
"1500000US370010216004","Block Group 4; Census Tract 216; Alamance County; North Carolina","3183","322","58","55","77","73","735","219","1698","253","174","156","198","99","243","192",
"1500000US370010217011","Block Group 1; Census Tract 217.01; Alamance County; North Carolina","1143","264","34","49","10","13","215","103","117","61","184","102","350","130","233","109",
"1500000US370010217012","Block Group 2; Census Tract 217.01; Alamance County; North Carolina","1632","263","36","43","60","55","147","56","223","79","157","72","454","143","555","174",
"1500000US370010217021","Block Group 1; Census Tract 217.02; Alamance County; North Carolina","2412","402","8","20","10","22","528","271","1698","424","0","14","168","133","0","14",
"1500000US370010217022","Block Group 2; Census Tract 217.02; Alamance County; North Carolina","2085","435","0","14","14","24","258","123","412","177","218","177","637","189","546","246",
"1500000US370010217023","Block Group 3; Census Tract 217.02; Alamance County; North Carolina","1373","380","22","33","38","48","286","133","411","186","135","95","312","119","169","93",
"1500000US370010217031","Block Group 1; Census Tract 217.03; Alamance County; North Carolina","2435","329","16","11","88","98","738","212","512","154","221","136","756","213","104","60",
"1500000US370010217032","Block Group 2; Census Tract 217.03; Alamance County; North Carolina","2379","604","10","18","27","33","504","300","360","137","201","113","921","350","356","164",
"1500000US370010217033","Block Group 3; Census Tract 217.03; Alamance County; North Carolina","734","254","0","14","78","96","69","81","200","112","34","35","284","135","69","70",
"1500000US370010218011","Block Group 1; Census Tract 218.01; Alamance County; North Carolina","1863","328","25","21","77","50","591","200","390","126","198","68","464","168","118","68",
"1500000US370010218012","Block Group 2; Census Tract 218.01; Alamance County; North Carolina","876","251","4","6","32","25","261","92","216","126","107","58","174","139","82","47",
"1500000US370010218013","Block Group 3; Census Tract 218.01; Alamance County; North Carolina","877","221","30","40","25","27","331","152","186","99","166","112","108","64","31","42",
"1500000US370010218021","Block Group 1; Census Tract 218.02; Alamance County; North Carolina","1543","318","42","42","133","83","468","164","451","155","192","92","147","82","110","97",
"1500000US370010218022","Block Group 2; Census Tract 218.02; Alamance County; North Carolina","1130","239","19","22","126","91","415","160","202","99","185","145","143","86","40","28",
"1500000US370010218031","Block Group 1; Census Tract 218.03; Alamance County; North Carolina","1334","320","63","80","134","69","611","221","169","82","95","50","229","166","33","31",
"1500000US370010218032","Block Group 2; Census Tract 218.03; Alamance County; North Carolina","1245","324","12","17","143","137","430","169","287","136","113","86","183","98","77","50",
"1500000US370010219011","Block Group 1; Census Tract 219.01; Alamance County; North Carolina","1110","247","0","14","14","23","365","129","234","90","214","115","205","89","78","64",
"1500000US370010219012","Block Group 2; Census Tract 219.01; Alamance County; North Carolina","1583","273","29","46","140","92","474","141","377","177","246","107","217","87","100","57",
"1500000US370010219013","Block Group 3; Census Tract 219.01; Alamance County; North Carolina","1212","335","4","7","81","75","308","127","392","205","195","127","184","75","48","46",
"1500000US370010219021","Block Group 1; Census Tract 219.02; Alamance County; North Carolina","1114","236","49","61","54","48","485","159","212","109","156","84","127","76","31","31",
"1500000US370010219022","Block Group 2; Census Tract 219.02; Alamance County; North Carolina","600","197","0","14","99","94","154","96","108","64","45","27","132","89","62","51",
"1500000US370010219023","Block Group 3; Census Tract 219.02; Alamance County; North Carolina","946","227","19","20","98","79","252","101","239","135","87","48","145","63","106","66",
"1500000US370010220011","Block Group 1; Census Tract 220.01; Alamance County; North Carolina","1547","422","25","19","93","58","389","127","502","183","141","49","290","171","107","52",
"1500000US370010220012","Block Group 2; Census Tract 220.01; Alamance County; North Carolina","1253","198","0","14","98","64","417","122","299","99","118","58","274","104","47","29",
"1500000US370010220021","Block Group 1; Census Tract 220.02; Alamance County; North Carolina","1265","231","98","78","156","103","334","138","305","113","150","84","183","81","39","31",
"1500000US370010220022","Block Group 2; Census Tract 220.02; Alamance County; North Carolina","1043","315","25","40","137","123","370","145","280","182","70","72","152","93","9","13",
"1500000US370010220023","Block Group 3; Census Tract 220.02; Alamance County; North Carolina","858","190","41","41","80","43","234","87","163","84","103","43","156","64","81","41",
"1500000US370030401001","Block Group 1; Census Tract 401; Alexander County; North Carolina","929","540","0","14","50","52","614","530","43","28","97","57","102","54","23","23",
"1500000US370030401002","Block Group 2; Census Tract 401; Alexander County; North Carolina","485","211","7","10","10","16","122","63","221","169","92","70","25","38","8","13",
"1500000US370030401003","Block Group 3; Census Tract 401; Alexander County; North Carolina","1347","270","67","56","141","58","706","206","94","49","178","75","126","77","35","41",
"1500000US370030402001","Block Group 1; Census Tract 402; Alexander County; North Carolina","923","256","102","76","27","28","238","100","255","146","200","104","76","56","25","27",
"1500000US370030402002","Block Group 2; Census Tract 402; Alexander County; North Carolina","438","228","8","14","15","17","150","105","116","90","86","99","63","70","0","14",
"1500000US370030402003","Block Group 3; Census Tract 402; Alexander County; North Carolina","1672","378","56","40","194","97","868","357","243","84","152","84","91","71","68","50",
"1500000US370030403001","Block Group 1; Census Tract 403; Alexander County; North Carolina","699","177","7","12","111","87","192","120","120","72","65","45","173","93","31","32",
"1500000US370030403002","Block Group 2; Census Tract 403; Alexander County; North Carolina","1753","321","236","149","180","169","676","183","298","121","138","80","139","78","86","68",
"1500000US370030404001","Block Group 1; Census Tract 404; Alexander County; North Carolina","1133","261","40","40","122","60","600","174","243","118","78","73","50","66","0","14",
"1500000US370030404002","Block Group 2; Census Tract 404; Alexander County; North Carolina","1005","277","83","64","237","236","345","117","144","78","113","98","58","47","25","29",
"1500000US370030404003","Block Group 3; Census Tract 404; Alexander County; North Carolina","1272","473","22","23","222","194","390","373","274","132","111","74","148","114","105","66",
"1500000US370030404004","Block Group 4; Census Tract 404; Alexander County; North Carolina","1003","335","0","14","68","60","315","197","335","150","163","93","91","50","31","40",
"1500000US370030404005","Block Group 5; Census Tract 404; Alexander County; North Carolina","726","220","3","5","134","104","447","192","91","69","12","16","39","33","0","14",
"1500000US370030405001","Block Group 1; Census Tract 405; Alexander County; North Carolina","962","372","43","51","14","27","566","272","139","114","17","28","183","139","0","14",
"1500000US370030405002","Block Group 2; Census Tract 405; Alexander County; North Carolina","746","317","16","29","97","67","433","282","85","81","10","18","54","51","51","51",
"1500000US370030405003","Block Group 3; Census Tract 405; Alexander County; North Carolina","1426","366","34","59","134","115","302","161","585","308","111","83","260","183","0","14",
"1500000US370030405004","Block Group 4; Census Tract 405; Alexander County; North Carolina","1773","423","11","17","288","185","812","284","289","162","221","143","115","107","37","55",
"1500000US370030406001","Block Group 1; Census Tract 406; Alexander County; North Carolina","1117","466","21","46","116","108","368","131","451","315","111","81","39","48","11","19",
"1500000US370030406002","Block Group 2; Census Tract 406; Alexander County; North Carolina","1614","621","15","21","60","43","538","270","312","180","391","297","158","89","140","101",
"1500000US370030406003","Block Group 3; Census Tract 406; Alexander County; North Carolina","1696","241","125","40","265","72","772","182","365","107","56","52","113","90","0","14",
"1500000US370030406004","Block Group 4; Census Tract 406; Alexander County; North Carolina","601","288","27","31","21","25","305","179","111","138","7","18","113","108","17","31",
"1500000US370030407001","Block Group 1; Census Tract 407; Alexander County; North Carolina","916","341","29","53","14","23","436","262","235","148","90","82","88","76","24","37",
"1500000US370030407002","Block Group 2; Census Tract 407; Alexander County; North Carolina","1610","502","24","38","254","173","674","318","419","217","143","95","70","83","26","29",
"1500000US370030407003","Block Group 3; Census Tract 407; Alexander County; North Carolina","1173","248","0","14","70","75","307","143","80","61","250","112","328","144","138","102",
"1500000US370030407004","Block Group 4; Census Tract 407; Alexander County; North Carolina","1896","427","95","95","186","141","443","171","335","133","182","119","406","237","249","142",
"1500000US370059501001","Block Group 1; Census Tract 9501; Alleghany County; North Carolina","684","207","0","14","37","44","131","69","126","86","113","66","153","116","124","107",
"1500000US370059501002","Block Group 2; Census Tract 9501; Alleghany County; North Carolina","789","208","12","19","76","66","335","141","140","76","68","53","113","67","45","31",
"1500000US370059501003","Block Group 3; Census Tract 9501; Alleghany County; North Carolina","830","236","39","59","162","89","311","143","166","96","56","37","44","43","52","46",
"1500000US370059501004","Block Group 4; Census Tract 9501; Alleghany County; North Carolina","903","210","8","14","69","77","258","94","273","135","108","63","110","63","77","59",
"1500000US370059502001","Block Group 1; Census Tract 9502; Alleghany County; North Carolina","821","193","3","4","133","100","233","79","215","65","61","57","104","59","72","55",
"1500000US370059502002","Block Group 2; Census Tract 9502; Alleghany County; North Carolina","644","158","45","33","24","25","238","92","137","54","57","44","99","49","44","38",
"1500000US370059502003","Block Group 3; Census Tract 9502; Alleghany County; North Carolina","1062","301","10","12","292","211","276","125","283","103","63","40","76","50","62","58",
"1500000US370059502004","Block Group 4; Census Tract 9502; Alleghany County; North Carolina","644","150","53","42","123","77","175","76","187","93","43","34","36","35","27","36",
"1500000US370059503001","Block Group 1; Census Tract 9503; Alleghany County; North Carolina","904","244","9","15","68","42","325","121","250","115","43","40","163","97","46","39",
"1500000US370059503002","Block Group 2; Census Tract 9503; Alleghany County; North Carolina","764","203","42","39","132","71","215","135","118","68","75","48","152","78","30","27",
"1500000US370059503003","Block Group 3; Census Tract 9503; Alleghany County; North Carolina","867","251","9","15","98","76","181","90","227","100","112","75","197","123","43","65",
"1500000US370079201001","Block Group 1; Census Tract 9201; Anson County; North Carolina","401","146","0","14","33","31","243","113","45","47","53","53","27","33","0","14",
"1500000US370079201002","Block Group 2; Census Tract 9201; Anson County; North Carolina","854","250","49","47","133","101","408","157","41","29","189","104","27","33","7","11",
"1500000US370079201003","Block Group 3; Census Tract 9201; Anson County; North Carolina","926","299","15","24","52","38","523","233","142","71","103","60","78","68","13","15",
"1500000US370079202001","Block Group 1; Census Tract 9202; Anson County; North Carolina","1368","284","24","26","221","123","628","152","255","88","104","70","99","49","37","24",
"1500000US370079203011","Block Group 1; Census Tract 9203.01; Anson County; North Carolina","637","211","15","24","55","67","247","110","171","92","79","62","58","48","12","19",
"1500000US370079203012","Block Group 2; Census Tract 9203.01; Anson County; North Carolina","1425","296","73","52","274","136","459","152","294","102","156","93","158","65","11","21",
"1500000US370079203013","Block Group 3; Census Tract 9203.01; Anson County; North Carolina","1269","271","182","127","84","58","635","164","161","84","69","45","75","44","63","44",
"1500000US370079203021","Block Group 1; Census Tract 9203.02; Anson County; North Carolina","577","265","0","14","13","19","335","208","98","66","94","78","21","25","16","25",
"1500000US370079204001","Block Group 1; Census Tract 9204; Anson County; North Carolina","396","166","8","12","109","101","181","86","59","52","10","15","29","30","0","14",
"1500000US370079204002","Block Group 2; Census Tract 9204; Anson County; North Carolina","417","231","0","14","38","53","194","126","97","100","26","30","29","34","33","49",
"1500000US370079204003","Block Group 3; Census Tract 9204; Anson County; North Carolina","981","303","8","13","86","83","486","196","233","113","116","76","52","46","0","14",
"1500000US370079205011","Block Group 1; Census Tract 9205.01; Anson County; North Carolina","630","247","51","50","96","89","210","141","81","90","35","37","93","82","64","70",
"1500000US370079205021","Block Group 1; Census Tract 9205.02; Anson County; North Carolina","812","329","25","35","223","139","307","176","108","70","19","29","128","99","2","5",
"1500000US370079205022","Block Group 2; Census Tract 9205.02; Anson County; North Carolina","389","253","0","14","13","20","149","128","37","43","18","26","165","169","7","15",
"1500000US370079205023","Block Group 3; Census Tract 9205.02; Anson County; North Carolina","891","252","8","13","0","14","566","222","116","78","68","71","88","63","45","69",
"1500000US370079205024","Block Group 4; Census Tract 9205.02; Anson County; North Carolina","979","252","20","27","139","104","222","111","278","118","135","97","167","126","18","28",
"1500000US370079206001","Block Group 1; Census Tract 9206; Anson County; North Carolina","985","235","57","73","133","95","429","134","121","56","83","61","124","114","38","37",
"1500000US370079206002","Block Group 2; Census Tract 9206; Anson County; North Carolina","871","292","4","6","118","104","321","136","259","164","120","103","34","26","15","23",
"1500000US370079206003","Block Group 3; Census Tract 9206; Anson County; North Carolina","858","204","0","14","108","71","292","117","261","148","70","43","93","92","34","29",
"1500000US370079800001","Block Group 1; Census Tract 9800; Anson County; North Carolina","1671","628","73","61","190","85","885","489","420","167","80","62","23","17","0","14",
"1500000US370099702001","Block Group 1; Census Tract 9702; Ashe County; North Carolina","487","148","0","14","87","46","226","86","111","69","19","21","21","22","23","31",
"1500000US370099702002","Block Group 2; Census Tract 9702; Ashe County; North Carolina","898","353","15","15","77","67","453","179","138","102","133","90","69","63","13","15",
"1500000US370099702003","Block Group 3; Census Tract 9702; Ashe County; North Carolina","845","223","7","12","107","64","327","121","205","94","99","58","50","38","50","40",
"1500000US370099703001","Block Group 1; Census Tract 9703; Ashe County; North Carolina","921","221","76","44","67","40","197","108","177","96","246","185","59","41","99","63",
"1500000US370099703002","Block Group 2; Census Tract 9703; Ashe County; North Carolina","1072","272","34","40","139","69","382","162","146","90","129","82","152","104","90","76",
"1500000US370099704001","Block Group 1; Census Tract 9704; Ashe County; North Carolina","494","210","5","8","65","65","248","181","42","31","58","46","47","35","29","27",
"1500000US370099704002","Block Group 2; Census Tract 9704; Ashe County; North Carolina","1458","340","32","35","60","56","203","95","631","278","141","97","263","109","128","82",
"1500000US370099704003","Block Group 3; Census Tract 9704; Ashe County; North Carolina","1720","372","82","53","160","102","834","236","201","73","210","86","138","90","95","77",
"1500000US370099705011","Block Group 1; Census Tract 9705.01; Ashe County; North Carolina","1324","277","45","42","101","60","355","96","378","164","240","135","89","60","116","68",
"1500000US370099705012","Block Group 2; Census Tract 9705.01; Ashe County; North Carolina","385","151","0","14","65","72","150","107","70","46","11","19","81","79","8","15",
"1500000US370099705013","Block Group 3; Census Tract 9705.01; Ashe County; North Carolina","772","285","22","27","11","18","243","140","148","95","100","125","159","112","89","79",
"1500000US370099705021","Block Group 1; Census Tract 9705.02; Ashe County; North Carolina","984","388","67","77","91","90","369","189","266","183","132","116","34","41","25","21",
"1500000US370099705022","Block Group 2; Census Tract 9705.02; Ashe County; North Carolina","668","203","8","10","80","61","185","84","176","89","107","53","77","56","35","24",
"1500000US370099705023","Block Group 3; Census Tract 9705.02; Ashe County; North Carolina","923","267","54","38","120","87","248","99","252","147","151","117","66","52","32","29",
"1500000US370099707011","Block Group 1; Census Tract 9707.01; Ashe County; North Carolina","279","144","0","14","23","30","38","44","22","27","55","66","39","46","102","100",
