county_id,county,election_dt,result_type_lbl,result_type_desc,contest_id,contest_title,contest_party_lbl,contest_vote_for,precinct_code,precinct_name,candidate_id,candidate_name,candidate_party_lbl,group_num,group_name,voting_method_lbl,voting_method_rslt_desc,vote_ct,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,2530,Melissa Calloway,NON,1,ELECTION DAY,V,Election Day,181,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,2530,Melissa Calloway,NON,2,ONE-STOP,O,Absentee: One-Stop,138,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,2530,Melissa Calloway,NON,3,MAIL,M,Absentee: By-Mail,8,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,2530,Melissa Calloway,NON,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,2530,Melissa Calloway,NON,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,OVT,OVER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,0,OVER VOTE,,1,ELECTION DAY,V,Election Day,0,
76,RANDOLPH,11/07/2023,OVT,OVER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,0,OVER VOTE,,2,ONE-STOP,O,Absentee: One-Stop,0,
76,RANDOLPH,11/07/2023,OVT,OVER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,0,OVER VOTE,,3,MAIL,M,Absentee: By-Mail,0,
76,RANDOLPH,11/07/2023,OVT,OVER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,0,OVER VOTE,,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,OVT,OVER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,0,OVER VOTE,,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,2529,Ryan Patton,NON,1,ELECTION DAY,V,Election Day,180,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,2529,Ryan Patton,NON,2,ONE-STOP,O,Absentee: One-Stop,128,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,2529,Ryan Patton,NON,3,MAIL,M,Absentee: By-Mail,3,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,2529,Ryan Patton,NON,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,2529,Ryan Patton,NON,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,2532,Todd Dulaney,NON,1,ELECTION DAY,V,Election Day,128,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,2532,Todd Dulaney,NON,2,ONE-STOP,O,Absentee: One-Stop,72,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,2532,Todd Dulaney,NON,3,MAIL,M,Absentee: By-Mail,6,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,2532,Todd Dulaney,NON,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,2532,Todd Dulaney,NON,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,UVT,UNDER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,0,UNDER VOTE,,1,ELECTION DAY,V,Election Day,139,
76,RANDOLPH,11/07/2023,UVT,UNDER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,0,UNDER VOTE,,2,ONE-STOP,O,Absentee: One-Stop,142,
76,RANDOLPH,11/07/2023,UVT,UNDER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,0,UNDER VOTE,,3,MAIL,M,Absentee: By-Mail,1,
76,RANDOLPH,11/07/2023,UVT,UNDER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,0,UNDER VOTE,,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,UVT,UNDER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,0,UNDER VOTE,,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,WRI,WRITE-IN,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,0,Write-In (Miscellaneous),NON,1,ELECTION DAY,V,Election Day,3,
76,RANDOLPH,11/07/2023,WRI,WRITE-IN,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,0,Write-In (Miscellaneous),NON,2,ONE-STOP,O,Absentee: One-Stop,0,
76,RANDOLPH,11/07/2023,WRI,WRITE-IN,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,0,Write-In (Miscellaneous),NON,3,MAIL,M,Absentee: By-Mail,0,
76,RANDOLPH,11/07/2023,WRI,WRITE-IN,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,0,Write-In (Miscellaneous),NON,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,WRI,WRITE-IN,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AE,ASHEBORO EAST,0,Write-In (Miscellaneous),NON,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2528,Gidget Kidd,NON,1,ELECTION DAY,V,Election Day,54,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2528,Gidget Kidd,NON,2,ONE-STOP,O,Absentee: One-Stop,72,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2528,Gidget Kidd,NON,3,MAIL,M,Absentee: By-Mail,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2528,Gidget Kidd,NON,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2528,Gidget Kidd,NON,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2531,Gwen Williams,NON,1,ELECTION DAY,V,Election Day,46,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2531,Gwen Williams,NON,2,ONE-STOP,O,Absentee: One-Stop,23,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2531,Gwen Williams,NON,3,MAIL,M,Absentee: By-Mail,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2531,Gwen Williams,NON,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2531,Gwen Williams,NON,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2530,Melissa Calloway,NON,1,ELECTION DAY,V,Election Day,56,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2530,Melissa Calloway,NON,2,ONE-STOP,O,Absentee: One-Stop,79,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2530,Melissa Calloway,NON,3,MAIL,M,Absentee: By-Mail,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2530,Melissa Calloway,NON,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2530,Melissa Calloway,NON,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,OVT,OVER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,0,OVER VOTE,,1,ELECTION DAY,V,Election Day,0,
76,RANDOLPH,11/07/2023,OVT,OVER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,0,OVER VOTE,,2,ONE-STOP,O,Absentee: One-Stop,0,
76,RANDOLPH,11/07/2023,OVT,OVER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,0,OVER VOTE,,3,MAIL,M,Absentee: By-Mail,0,
76,RANDOLPH,11/07/2023,OVT,OVER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,0,OVER VOTE,,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,OVT,OVER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,0,OVER VOTE,,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2529,Ryan Patton,NON,1,ELECTION DAY,V,Election Day,44,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2529,Ryan Patton,NON,2,ONE-STOP,O,Absentee: One-Stop,64,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2529,Ryan Patton,NON,3,MAIL,M,Absentee: By-Mail,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2529,Ryan Patton,NON,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2529,Ryan Patton,NON,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2532,Todd Dulaney,NON,1,ELECTION DAY,V,Election Day,31,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2532,Todd Dulaney,NON,2,ONE-STOP,O,Absentee: One-Stop,14,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2532,Todd Dulaney,NON,3,MAIL,M,Absentee: By-Mail,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2532,Todd Dulaney,NON,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,2532,Todd Dulaney,NON,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,UVT,UNDER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,0,UNDER VOTE,,1,ELECTION DAY,V,Election Day,39,
76,RANDOLPH,11/07/2023,UVT,UNDER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,0,UNDER VOTE,,2,ONE-STOP,O,Absentee: One-Stop,21,
76,RANDOLPH,11/07/2023,UVT,UNDER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,0,UNDER VOTE,,3,MAIL,M,Absentee: By-Mail,0,
76,RANDOLPH,11/07/2023,UVT,UNDER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,0,UNDER VOTE,,4,PROVISIONAL,P,Provisional,3,
76,RANDOLPH,11/07/2023,UVT,UNDER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,0,UNDER VOTE,,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,WRI,WRITE-IN,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,0,Write-In (Miscellaneous),NON,1,ELECTION DAY,V,Election Day,0,
76,RANDOLPH,11/07/2023,WRI,WRITE-IN,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,0,Write-In (Miscellaneous),NON,2,ONE-STOP,O,Absentee: One-Stop,0,
76,RANDOLPH,11/07/2023,WRI,WRITE-IN,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,0,Write-In (Miscellaneous),NON,3,MAIL,M,Absentee: By-Mail,0,
76,RANDOLPH,11/07/2023,WRI,WRITE-IN,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,0,Write-In (Miscellaneous),NON,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,WRI,WRITE-IN,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AN,ASHEBORO NORTH,0,Write-In (Miscellaneous),NON,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2528,Gidget Kidd,NON,1,ELECTION DAY,V,Election Day,169,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2528,Gidget Kidd,NON,2,ONE-STOP,O,Absentee: One-Stop,181,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2528,Gidget Kidd,NON,3,MAIL,M,Absentee: By-Mail,1,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2528,Gidget Kidd,NON,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2528,Gidget Kidd,NON,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2531,Gwen Williams,NON,1,ELECTION DAY,V,Election Day,125,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2531,Gwen Williams,NON,2,ONE-STOP,O,Absentee: One-Stop,74,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2531,Gwen Williams,NON,3,MAIL,M,Absentee: By-Mail,1,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2531,Gwen Williams,NON,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2531,Gwen Williams,NON,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2530,Melissa Calloway,NON,1,ELECTION DAY,V,Election Day,182,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2530,Melissa Calloway,NON,2,ONE-STOP,O,Absentee: One-Stop,195,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2530,Melissa Calloway,NON,3,MAIL,M,Absentee: By-Mail,1,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2530,Melissa Calloway,NON,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2530,Melissa Calloway,NON,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,OVT,OVER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,0,OVER VOTE,,1,ELECTION DAY,V,Election Day,0,
76,RANDOLPH,11/07/2023,OVT,OVER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,0,OVER VOTE,,2,ONE-STOP,O,Absentee: One-Stop,0,
76,RANDOLPH,11/07/2023,OVT,OVER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,0,OVER VOTE,,3,MAIL,M,Absentee: By-Mail,0,
76,RANDOLPH,11/07/2023,OVT,OVER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,0,OVER VOTE,,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,OVT,OVER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,0,OVER VOTE,,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2529,Ryan Patton,NON,1,ELECTION DAY,V,Election Day,166,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2529,Ryan Patton,NON,2,ONE-STOP,O,Absentee: One-Stop,183,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2529,Ryan Patton,NON,3,MAIL,M,Absentee: By-Mail,1,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2529,Ryan Patton,NON,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2529,Ryan Patton,NON,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2532,Todd Dulaney,NON,1,ELECTION DAY,V,Election Day,75,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2532,Todd Dulaney,NON,2,ONE-STOP,O,Absentee: One-Stop,54,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2532,Todd Dulaney,NON,3,MAIL,M,Absentee: By-Mail,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2532,Todd Dulaney,NON,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,STD,<NORMAL>,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,2532,Todd Dulaney,NON,5,TRANSFER,T,Election Day: Transfer,0,
76,RANDOLPH,11/07/2023,UVT,UNDER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,0,UNDER VOTE,,1,ELECTION DAY,V,Election Day,130,
76,RANDOLPH,11/07/2023,UVT,UNDER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,0,UNDER VOTE,,2,ONE-STOP,O,Absentee: One-Stop,85,
76,RANDOLPH,11/07/2023,UVT,UNDER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,0,UNDER VOTE,,3,MAIL,M,Absentee: By-Mail,0,
76,RANDOLPH,11/07/2023,UVT,UNDER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,0,UNDER VOTE,,4,PROVISIONAL,P,Provisional,0,
76,RANDOLPH,11/07/2023,UVT,UNDER VOTES,1442,ASHEBORO CITY SCHOOLS BOARD OF EDUCATION,NUL,3,AS,ASHEBORO SOUTH,0,UNDER VOTE,,5,TRANSFER,T,Election Day: Transfer,0,
