"GEO_ID","NAME","B29002_001E","B29002_001M","B29002_002E","B29002_002M","B29002_003E","B29002_003M","B29002_004E","B29002_004M","B29002_005E","B29002_005M","B29002_006E","B29002_006M","B29002_007E","B29002_007M","B29002_008E","B29002_008M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than 9th grade","Margin of Error!!Total:!!Less than 9th grade","Estimate!!Total:!!9th to 12th grade, no diploma","Margin of Error!!Total:!!9th to 12th grade, no diploma","Estimate!!Total:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!High school graduate (includes equivalency)","Estimate!!Total:!!Some college, no degree","Margin of Error!!Total:!!Some college, no degree","Estimate!!Total:!!Associate's degree","Margin of Error!!Total:!!Associate's degree","Estimate!!Total:!!Bachelor's degree","Margin of Error!!Total:!!Bachelor's degree","Estimate!!Total:!!Graduate or professional degree","Margin of Error!!Total:!!Graduate or professional degree",
"1500000US370010211013","Block Group 3; Census Tract 211.01; Alamance County; North Carolina","514","298","4","13","60","61","181","180","34","45","140","125","95","63","0","14",
"1500000US370010211021","Block Group 1; Census Tract 211.02; Alamance County; North Carolina","723","236","30","37","179","94","205","106","262","153","11","15","36","40","0","14",
"1500000US370010211022","Block Group 2; Census Tract 211.02; Alamance County; North Carolina","881","300","12","21","27","28","339","218","128","94","217","125","111","60","47","36",
"1500000US370010211023","Block Group 3; Census Tract 211.02; Alamance County; North Carolina","966","311","5","8","25","19","293","151","293","164","111","64","113","71","126","69",
"1500000US370010212011","Block Group 1; Census Tract 212.01; Alamance County; North Carolina","1914","274","47","31","296","138","702","164","399","157","178","80","213","99","79","58",
"1500000US370010212012","Block Group 2; Census Tract 212.01; Alamance County; North Carolina","1638","363","97","77","220","111","576","172","304","98","217","127","178","101","46","28",
"1500000US370010212013","Block Group 3; Census Tract 212.01; Alamance County; North Carolina","481","206","0","14","116","104","207","117","41","31","56","44","35","26","26","31",
"1500000US370010212041","Block Group 1; Census Tract 212.04; Alamance County; North Carolina","641","224","0","14","116","75","197","94","97","68","110","87","113","90","8","15",
"1500000US370010212042","Block Group 2; Census Tract 212.04; Alamance County; North Carolina","3370","442","90","87","243","124","1206","315","458","201","265","127","672","178","436","148",
"1500000US370010212051","Block Group 1; Census Tract 212.05; Alamance County; North Carolina","785","234","0","14","54","63","112","65","72","50","20","36","433","222","94","91",
"1500000US370010212052","Block Group 2; Census Tract 212.05; Alamance County; North Carolina","1322","448","51","76","0","14","318","216","489","385","59","49","324","126","81","72",
"1500000US370010212053","Block Group 3; Census Tract 212.05; Alamance County; North Carolina","3711","722","96","120","132","70","803","320","969","350","309","237","1110","360","292","157",
"1500000US370010212061","Block Group 1; Census Tract 212.06; Alamance County; North Carolina","1350","407","39","42","153","124","342","156","530","316","164","102","65","50","57","76",
"1500000US370010212062","Block Group 2; Census Tract 212.06; Alamance County; North Carolina","1939","391","35","39","45","50","432","201","540","306","293","247","489","198","105","68",
"1500000US370010212063","Block Group 3; Census Tract 212.06; Alamance County; North Carolina","1167","350","2","3","66","63","128","124","540","257","60","47","228","107","143","88",
"1500000US370010212071","Block Group 1; Census Tract 212.07; Alamance County; North Carolina","1201","340","14","22","27","25","502","266","160","82","108","73","340","132","50","45",
"1500000US370010212072","Block Group 2; Census Tract 212.07; Alamance County; North Carolina","1642","265","39","35","61","59","577","227","325","175","136","90","340","119","164","88",
"1500000US370010213001","Block Group 1; Census Tract 213; Alamance County; North Carolina","1104","160","14","9","63","21","404","98","236","58","142","44","189","65","56","29",
"1500000US370010213002","Block Group 2; Census Tract 213; Alamance County; North Carolina","779","119","12","9","67","27","306","64","212","47","48","21","95","27","39","23",
"1500000US370010213003","Block Group 3; Census Tract 213; Alamance County; North Carolina","729","114","16","12","85","32","296","73","113","31","92","47","97","46","30","15",
"1500000US370010213004","Block Group 4; Census Tract 213; Alamance County; North Carolina","1035","193","6","8","105","80","285","110","111","52","163","106","225","73","140","48",
"1500000US370010213005","Block Group 5; Census Tract 213; Alamance County; North Carolina","1184","439","13","9","78","32","264","59","420","220","217","135","81","24","111","98",
"1500000US370010214001","Block Group 1; Census Tract 214; Alamance County; North Carolina","1253","264","0","14","134","75","644","229","195","80","40","31","210","117","30","28",
"1500000US370010214002","Block Group 2; Census Tract 214; Alamance County; North Carolina","747","298","17","25","33","32","198","83","251","209","62","49","89","63","97","70",
"1500000US370010215001","Block Group 1; Census Tract 215; Alamance County; North Carolina","832","185","23","25","71","63","274","137","221","92","128","96","91","57","24","25",
"1500000US370010215002","Block Group 2; Census Tract 215; Alamance County; North Carolina","842","235","37","38","53","37","226","108","249","159","131","99","99","53","47","36",
"1500000US370010215003","Block Group 3; Census Tract 215; Alamance County; North Carolina","1964","570","24","18","138","69","568","180","277","149","368","208","277","129","312","245",
"1500000US370010216001","Block Group 1; Census Tract 216; Alamance County; North Carolina","946","287","22","23","117","81","468","219","139","74","81","75","86","60","33","36",
"1500000US370010216002","Block Group 2; Census Tract 216; Alamance County; North Carolina","854","326","13","21","72","88","251","184","174","157","203","108","85","56","56","65",
"1500000US370010216003","Block Group 3; Census Tract 216; Alamance County; North Carolina","1463","269","2","3","74","73","417","207","503","236","46","56","339","136","82","71",
"1500000US370010216004","Block Group 4; Census Tract 216; Alamance County; North Carolina","3359","300","55","55","15","25","694","178","1840","177","170","150","246","132","339","204",
"1500000US370010217011","Block Group 1; Census Tract 217.01; Alamance County; North Carolina","1210","312","1","3","11","12","270","120","150","68","250","115","327","149","201","105",
"1500000US370010217012","Block Group 2; Census Tract 217.01; Alamance County; North Carolina","1689","293","43","51","99","88","207","79","188","74","153","73","483","126","516","186",
"1500000US370010217021","Block Group 1; Census Tract 217.02; Alamance County; North Carolina","2118","328","38","77","0","14","568","263","1381","359","0","14","131","107","0","14",
"1500000US370010217022","Block Group 2; Census Tract 217.02; Alamance County; North Carolina","2033","429","0","14","0","14","253","115","376","151","235","187","625","181","544","228",
"1500000US370010217023","Block Group 3; Census Tract 217.02; Alamance County; North Carolina","1530","358","38","44","50","49","327","142","442","206","180","104","334","124","159","89",
"1500000US370010217031","Block Group 1; Census Tract 217.03; Alamance County; North Carolina","2517","436","10","19","90","89","557","191","629","262","429","236","665","210","137","68",
"1500000US370010217032","Block Group 2; Census Tract 217.03; Alamance County; North Carolina","2275","609","7","19","44","57","459","295","361","159","203","115","754","286","447","188",
"1500000US370010217033","Block Group 3; Census Tract 217.03; Alamance County; North Carolina","846","277","0","14","73","94","100","92","172","103","122","107","304","136","75","72",
"1500000US370010218011","Block Group 1; Census Tract 218.01; Alamance County; North Carolina","1887","354","20","21","96","66","674","220","347","113","194","70","435","137","121","67",
"1500000US370010218012","Block Group 2; Census Tract 218.01; Alamance County; North Carolina","874","263","3","5","15","17","195","86","240","132","110","56","213","129","98","53",
"1500000US370010218013","Block Group 3; Census Tract 218.01; Alamance County; North Carolina","895","223","29","41","82","89","390","163","176","88","101","72","84","61","33","35",
"1500000US370010218021","Block Group 1; Census Tract 218.02; Alamance County; North Carolina","1390","289","29","36","81","56","460","160","376","148","193","91","144","70","107","97",
"1500000US370010218022","Block Group 2; Census Tract 218.02; Alamance County; North Carolina","1336","281","8","13","146","103","422","137","303","126","215","144","180","102","62","37",
"1500000US370010218031","Block Group 1; Census Tract 218.03; Alamance County; North Carolina","1265","297","52","69","160","79","504","213","216","104","102","51","211","169","20","23",
"1500000US370010218032","Block Group 2; Census Tract 218.03; Alamance County; North Carolina","1115","309","16","25","169","139","440","179","200","103","71","54","113","78","106","68",
"1500000US370010219011","Block Group 1; Census Tract 219.01; Alamance County; North Carolina","1220","232","0","14","87","60","394","121","262","92","207","119","195","87","75","59",
"1500000US370010219012","Block Group 2; Census Tract 219.01; Alamance County; North Carolina","1468","358","11","19","106","79","305","150","369","188","248","112","274","121","155","88",
"1500000US370010219013","Block Group 3; Census Tract 219.01; Alamance County; North Carolina","1151","278","5","7","100","89","217","95","396","206","183","106","205","68","45","35",
"1500000US370010219021","Block Group 1; Census Tract 219.02; Alamance County; North Carolina","918","189","28","32","47","48","423","176","167","73","77","57","108","63","68","53",
"1500000US370010219022","Block Group 2; Census Tract 219.02; Alamance County; North Carolina","719","207","9","15","113","117","167","98","137","66","42","27","163","90","88","75",
"1500000US370010219023","Block Group 3; Census Tract 219.02; Alamance County; North Carolina","1181","323","11","13","139","119","417","170","296","183","74","48","123","63","121","72",
"1500000US370010220011","Block Group 1; Census Tract 220.01; Alamance County; North Carolina","1517","390","13","15","103","68","434","124","443","155","158","63","300","176","66","34",
"1500000US370010220012","Block Group 2; Census Tract 220.01; Alamance County; North Carolina","1370","239","0","14","90","54","509","204","281","116","133","72","284","75","73","41",
"1500000US370010220021","Block Group 1; Census Tract 220.02; Alamance County; North Carolina","1127","276","88","72","140","98","296","142","302","130","108","63","154","74","39","24",
"1500000US370010220022","Block Group 2; Census Tract 220.02; Alamance County; North Carolina","1303","377","50","75","155","120","511","181","226","154","238","159","101","62","22","23",
"1500000US370010220023","Block Group 3; Census Tract 220.02; Alamance County; North Carolina","875","184","40","40","70","37","252","85","135","56","111","46","173","80","94","58",
"1500000US370030401001","Block Group 1; Census Tract 401; Alexander County; North Carolina","889","517","8","13","4","6","605","509","51","35","94","63","103","58","24","21",
"1500000US370030401002","Block Group 2; Census Tract 401; Alexander County; North Carolina","549","202","6","10","22","29","172","61","235","171","106","72","0","14","8","13",
"1500000US370030401003","Block Group 3; Census Tract 401; Alexander County; North Carolina","1217","231","23","23","103","56","663","185","180","96","137","63","81","60","30","35",
"1500000US370030402001","Block Group 1; Census Tract 402; Alexander County; North Carolina","835","236","96","69","33","35","279","126","269","145","109","66","46","32","3","5",
"1500000US370030402002","Block Group 2; Census Tract 402; Alexander County; North Carolina","502","255","8","12","13","12","182","113","93","81","150","172","56","56","0","14",
"1500000US370030402003","Block Group 3; Census Tract 402; Alexander County; North Carolina","1751","449","42","28","195","108","729","320","398","160","196","122","82","66","109","70",
"1500000US370030403001","Block Group 1; Census Tract 403; Alexander County; North Carolina","799","215","6","11","139","89","227","94","134","91","63","48","201","105","29","31",
"1500000US370030403002","Block Group 2; Census Tract 403; Alexander County; North Carolina","1832","342","174","145","253","200","644","181","362","129","150","92","144","88","105","90",
"1500000US370030404001","Block Group 1; Census Tract 404; Alexander County; North Carolina","959","282","28","37","106","60","504","164","188","116","64","54","69","108","0","14",
"1500000US370030404002","Block Group 2; Census Tract 404; Alexander County; North Carolina","1057","312","92","66","337","280","256","90","136","73","110","74","78","54","48","35",
"1500000US370030404003","Block Group 3; Census Tract 404; Alexander County; North Carolina","1668","524","60","53","279","206","522","400","363","177","145","87","189","91","110","67",
"1500000US370030404004","Block Group 4; Census Tract 404; Alexander County; North Carolina","969","259","57","72","53","47","301","207","311","114","143","106","65","54","39","44",
"1500000US370030404005","Block Group 5; Census Tract 404; Alexander County; North Carolina","615","258","5","8","59","50","433","230","42","47","14","24","57","38","5","8",
"1500000US370030405001","Block Group 1; Census Tract 405; Alexander County; North Carolina","837","365","18","29","11","19","553","269","92","84","12","19","140","120","11","20",
"1500000US370030405002","Block Group 2; Census Tract 405; Alexander County; North Carolina","784","372","9","17","95","63","441","272","195","141","10","18","23","40","11","26",
"1500000US370030405003","Block Group 3; Census Tract 405; Alexander County; North Carolina","1756","482","59","67","162","131","521","257","665","325","105","112","244","193","0","14",
"1500000US370030405004","Block Group 4; Census Tract 405; Alexander County; North Carolina","1586","410","12","20","249","143","656","280","344","162","180","183","57","56","88","145",
"1500000US370030406001","Block Group 1; Census Tract 406; Alexander County; North Carolina","1174","384","33","49","74","77","468","154","342","233","86","73","83","84","88","102",
"1500000US370030406002","Block Group 2; Census Tract 406; Alexander County; North Carolina","1335","642","21","25","82","64","436","306","367","205","189","150","135","87","105","83",
"1500000US370030406003","Block Group 3; Census Tract 406; Alexander County; North Carolina","1830","247","221","125","394","197","829","246","309","144","33","49","36","40","8","17",
"1500000US370030406004","Block Group 4; Census Tract 406; Alexander County; North Carolina","582","189","11","19","11","19","365","168","75","118","24","39","75","88","21","35",
"1500000US370030407001","Block Group 1; Census Tract 407; Alexander County; North Carolina","951","324","29","53","36","36","449","258","301","161","67","70","51","66","18","30",
"1500000US370030407002","Block Group 2; Census Tract 407; Alexander County; North Carolina","1274","411","28","44","260","171","431","234","384","158","77","62","79","82","15","24",
"1500000US370030407003","Block Group 3; Census Tract 407; Alexander County; North Carolina","1185","284","0","14","90","92","206","95","156","86","185","112","367","182","181","150",
"1500000US370030407004","Block Group 4; Census Tract 407; Alexander County; North Carolina","2053","455","92","93","199","127","464","168","350","152","236","148","448","225","264","152",
"1500000US370059501001","Block Group 1; Census Tract 9501; Alleghany County; North Carolina","607","209","25","37","39","42","156","83","29","32","85","41","147","111","126","87",
"1500000US370059501002","Block Group 2; Census Tract 9501; Alleghany County; North Carolina","1031","250","11","19","103","72","490","158","221","122","58","45","92","69","56","42",
"1500000US370059501003","Block Group 3; Census Tract 9501; Alleghany County; North Carolina","831","243","36","43","163","99","261","137","177","86","75","50","70","58","49","41",
"1500000US370059501004","Block Group 4; Census Tract 9501; Alleghany County; North Carolina","825","206","10","18","55","63","235","90","193","115","86","65","161","70","85","59",
"1500000US370059502001","Block Group 1; Census Tract 9502; Alleghany County; North Carolina","813","191","2","4","100","83","214","83","230","86","90","70","99","58","78","61",
"1500000US370059502002","Block Group 2; Census Tract 9502; Alleghany County; North Carolina","754","195","32","28","16","17","310","104","160","82","77","64","116","62","43","44",
"1500000US370059502003","Block Group 3; Census Tract 9502; Alleghany County; North Carolina","1028","289","3","5","255","192","233","116","295","93","45","34","85","69","112","93",
"1500000US370059502004","Block Group 4; Census Tract 9502; Alleghany County; North Carolina","621","185","40","52","142","93","156","82","163","101","50","34","40","35","30","39",
"1500000US370059503001","Block Group 1; Census Tract 9503; Alleghany County; North Carolina","822","201","9","17","79","39","263","109","228","98","61","58","159","94","23","27",
"1500000US370059503002","Block Group 2; Census Tract 9503; Alleghany County; North Carolina","751","232","22","24","101","101","229","125","104","69","60","46","198","98","37","30",
"1500000US370059503003","Block Group 3; Census Tract 9503; Alleghany County; North Carolina","810","245","22","29","76","67","124","74","239","101","86","64","211","125","52","65",
"1500000US370079201001","Block Group 1; Census Tract 9201; Anson County; North Carolina","395","150","0","14","16","19","229","116","55","42","66","46","29","33","0","14",
"1500000US370079201002","Block Group 2; Census Tract 9201; Anson County; North Carolina","867","255","37","38","166","108","410","147","20","20","194","119","35","32","5","8",
"1500000US370079201003","Block Group 3; Census Tract 9201; Anson County; North Carolina","964","322","19","24","51","37","476","256","188","76","87","57","128","102","15","18",
"1500000US370079202001","Block Group 1; Census Tract 9202; Anson County; North Carolina","1289","268","30","26","217","114","547","150","223","76","128","77","98","46","46","28",
"1500000US370079203011","Block Group 1; Census Tract 9203.01; Anson County; North Carolina","827","216","40","34","131","83","316","110","177","91","94","72","60","52","9","14",
"1500000US370079203012","Block Group 2; Census Tract 9203.01; Anson County; North Carolina","1223","208","26","34","237","105","502","134","239","93","105","70","103","63","11","20",
"1500000US370079203013","Block Group 3; Census Tract 9203.01; Anson County; North Carolina","1258","252","175","120","92","67","592","157","176","79","98","72","61","38","64","45",
"1500000US370079203021","Block Group 1; Census Tract 9203.02; Anson County; North Carolina","611","240","0","14","11","14","329","203","114","66","112","68","25","23","20","27",
"1500000US370079204001","Block Group 1; Census Tract 9204; Anson County; North Carolina","413","173","7","12","88","80","217","118","51","44","10","16","31","30","9","15",
"1500000US370079204002","Block Group 2; Census Tract 9204; Anson County; North Carolina","286","117","0","14","17","30","130","67","66","58","4","8","36","37","33","52",
"1500000US370079204003","Block Group 3; Census Tract 9204; Anson County; North Carolina","1018","288","15","29","123","95","485","189","196","112","144","82","55","52","0","14",
"1500000US370079205011","Block Group 1; Census Tract 9205.01; Anson County; North Carolina","837","188","2","15","120","80","378","157","168","88","17","19","98","83","54","53",
"1500000US370079205021","Block Group 1; Census Tract 9205.02; Anson County; North Carolina","779","335","22","40","228","131","296","186","87","76","26","32","118","109","2","5",
"1500000US370079205022","Block Group 2; Census Tract 9205.02; Anson County; North Carolina","191","142","0","14","24","29","76","88","44","57","17","26","21","25","9","16",
"1500000US370079205023","Block Group 3; Census Tract 9205.02; Anson County; North Carolina","762","273","0","14","36","51","474","203","115","88","70","66","50","40","17","39",
"1500000US370079205024","Block Group 4; Census Tract 9205.02; Anson County; North Carolina","1140","268","14","21","86","84","279","148","358","144","142","101","208","115","53","57",
"1500000US370079206001","Block Group 1; Census Tract 9206; Anson County; North Carolina","799","223","36","52","103","79","334","135","94","70","113","64","83","55","36","35",
"1500000US370079206002","Block Group 2; Census Tract 9206; Anson County; North Carolina","839","339","0","14","123","108","320","176","218","121","122","94","38","33","18","25",
"1500000US370079206003","Block Group 3; Census Tract 9206; Anson County; North Carolina","905","320","0","14","171","92","303","137","219","174","82","66","115","128","15","17",
"1500000US370079800001","Block Group 1; Census Tract 9800; Anson County; North Carolina","1643","611","103","72","180","84","856","460","380","176","100","58","24","22","0","14",
"1500000US370099702001","Block Group 1; Census Tract 9702; Ashe County; North Carolina","627","212","66","87","110","61","208","93","68","55","27","34","113","111","35","28",
"1500000US370099702002","Block Group 2; Census Tract 9702; Ashe County; North Carolina","751","260","9","14","82","56","419","160","109","94","59","46","58","68","15","16",
"1500000US370099702003","Block Group 3; Census Tract 9702; Ashe County; North Carolina","703","170","9","15","66","56","220","100","218","101","117","92","35","32","38","32",
"1500000US370099703001","Block Group 1; Census Tract 9703; Ashe County; North Carolina","886","212","108","56","114","79","223","103","159","66","173","110","47","40","62","44",
"1500000US370099703002","Block Group 2; Census Tract 9703; Ashe County; North Carolina","1161","304","47","46","147","70","450","178","128","81","147","82","161","104","81","61",
"1500000US370099704001","Block Group 1; Census Tract 9704; Ashe County; North Carolina","546","232","0","14","13","22","301","197","41","27","70","53","84","62","37","34",
"1500000US370099704002","Block Group 2; Census Tract 9704; Ashe County; North Carolina","1491","327","25","27","69","61","251","104","538","208","141","99","344","125","123","78",
"1500000US370099704003","Block Group 3; Census Tract 9704; Ashe County; North Carolina","1633","346","67","51","145","112","805","287","171","74","189","99","144","83","112","80",
"1500000US370099705011","Block Group 1; Census Tract 9705.01; Ashe County; North Carolina","1325","248","19","23","79","53","408","120","387","144","296","137","73","59","63","49",
"1500000US370099705012","Block Group 2; Census Tract 9705.01; Ashe County; North Carolina","289","134","0","14","15","19","67","61","83","56","14","22","67","69","43","47",
"1500000US370099705013","Block Group 3; Census Tract 9705.01; Ashe County; North Carolina","776","224","7","11","21","26","237","106","110","90","87","124","190","100","124","91",
"1500000US370099705021","Block Group 1; Census Tract 9705.02; Ashe County; North Carolina","917","392","31","58","93","84","376","174","205","164","142","128","45","47","25","24",
"1500000US370099705022","Block Group 2; Census Tract 9705.02; Ashe County; North Carolina","670","165","6","8","151","104","159","67","174","91","84","47","68","60","28","23",
"1500000US370099705023","Block Group 3; Census Tract 9705.02; Ashe County; North Carolina","882","261","68","63","43","32","284","98","273","144","123","87","67","52","24","16",
"1500000US370099707011","Block Group 1; Census Tract 9707.01; Ashe County; North Carolina","306","137","0","14","10","18","31","36","61","40","44","56","61","60","99","91",
